gt_id,startts,endts,mac_fix,sn_fix,software_version_fix,ioboard_fix
3,2019-06-02 13:00:58,2019-06-02 13:01:03,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 12:59:22,2019-06-02 12:59:25,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:00:38,2019-06-02 13:00:40,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:02:06,2019-06-02 13:02:07,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:00:28,2019-06-02 13:00:35,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:01:41,2019-06-02 13:01:46,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:03:14,2019-06-02 13:03:19,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:01:34,2019-06-02 13:01:36,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:02:50,2019-06-02 13:02:55,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:04:16,2019-06-02 13:04:22,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:02:41,2019-06-02 13:02:42,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:03:57,2019-06-02 13:04:01,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:05:17,2019-06-02 13:05:26,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:03:48,2019-06-02 13:03:55,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:05:07,2019-06-02 13:05:16,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:06:17,2019-06-02 13:06:17,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:04:53,2019-06-02 13:05:00,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:06:07,2019-06-02 13:06:16,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:07:20,2019-06-02 13:07:21,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:06:01,2019-06-02 13:06:09,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:07:17,2019-06-02 13:07:23,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:08:28,2019-06-02 13:08:32,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:07:10,2019-06-02 13:07:11,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:08:26,2019-06-02 13:08:27,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:09:33,2019-06-02 13:09:34,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:08:12,2019-06-02 13:08:20,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:09:29,2019-06-02 13:09:32,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:10:39,2019-06-02 13:10:48,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:09:17,2019-06-02 13:09:18,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:10:37,2019-06-02 13:10:45,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:11:40,2019-06-02 13:11:49,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:10:27,2019-06-02 13:10:27,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:11:45,2019-06-02 13:11:50,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:12:44,2019-06-02 13:12:46,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:11:31,2019-06-02 13:11:36,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:12:46,2019-06-02 13:12:49,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:13:53,2019-06-02 13:14:03,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:12:38,2019-06-02 13:12:40,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:13:53,2019-06-02 13:13:54,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:15:03,2019-06-02 13:15:06,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:13:40,2019-06-02 13:13:46,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:14:55,2019-06-02 13:14:58,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:16:09,2019-06-02 13:16:10,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:14:48,2019-06-02 13:14:57,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:15:57,2019-06-02 13:16:00,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:17:09,2019-06-02 13:17:15,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:15:50,2019-06-02 13:15:56,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:17:03,2019-06-02 13:17:05,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:18:14,2019-06-02 13:18:15,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:16:59,2019-06-02 13:17:09,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:18:09,2019-06-02 13:18:10,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:19:21,2019-06-02 13:19:27,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:18:09,2019-06-02 13:18:10,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:19:10,2019-06-02 13:19:12,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:20:23,2019-06-02 13:20:32,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:19:10,2019-06-02 13:19:18,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:20:11,2019-06-02 13:20:14,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:21:25,2019-06-02 13:21:30,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:20:18,2019-06-02 13:20:19,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:21:15,2019-06-02 13:21:23,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:22:29,2019-06-02 13:22:34,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:21:25,2019-06-02 13:21:35,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:22:22,2019-06-02 13:22:31,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:23:38,2019-06-02 13:23:41,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:22:25,2019-06-02 13:22:27,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:23:30,2019-06-02 13:23:35,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:24:38,2019-06-02 13:24:43,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:23:32,2019-06-02 13:23:37,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:24:31,2019-06-02 13:24:37,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:25:39,2019-06-02 13:25:47,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:24:33,2019-06-02 13:24:38,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:25:33,2019-06-02 13:25:41,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:26:40,2019-06-02 13:26:43,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:25:37,2019-06-02 13:25:42,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:26:40,2019-06-02 13:26:43,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:27:47,2019-06-02 13:27:55,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:26:39,2019-06-02 13:26:46,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:27:46,2019-06-02 13:27:48,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:28:48,2019-06-02 13:28:53,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:27:46,2019-06-02 13:27:55,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:28:54,2019-06-02 13:29:00,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:29:55,2019-06-02 13:30:00,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:28:50,2019-06-02 13:28:52,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:30:01,2019-06-02 13:30:08,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:31:00,2019-06-02 13:31:09,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:29:57,2019-06-02 13:30:03,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:31:01,2019-06-02 13:31:05,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:32:02,2019-06-02 13:32:05,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:31:03,2019-06-02 13:31:10,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:32:10,2019-06-02 13:32:13,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:33:11,2019-06-02 13:33:11,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:32:03,2019-06-02 13:32:10,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:33:19,2019-06-02 13:33:28,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:34:14,2019-06-02 13:34:21,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:33:06,2019-06-02 13:33:08,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:34:22,2019-06-02 13:34:27,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:35:20,2019-06-02 13:35:21,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:34:09,2019-06-02 13:34:11,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:35:25,2019-06-02 13:35:33,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:36:21,2019-06-02 13:36:22,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:35:12,2019-06-02 13:35:15,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:36:30,2019-06-02 13:36:36,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:37:21,2019-06-02 13:37:27,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:36:13,2019-06-02 13:36:19,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:37:33,2019-06-02 13:37:41,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:38:28,2019-06-02 13:38:35,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:37:23,2019-06-02 13:37:32,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:38:33,2019-06-02 13:38:43,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:39:38,2019-06-02 13:39:44,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:38:25,2019-06-02 13:38:31,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:39:43,2019-06-02 13:39:50,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:40:45,2019-06-02 13:40:55,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:39:31,2019-06-02 13:39:41,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:40:50,2019-06-02 13:40:57,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:41:50,2019-06-02 13:41:55,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:40:36,2019-06-02 13:40:37,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:41:54,2019-06-02 13:41:54,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:42:52,2019-06-02 13:42:56,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:41:42,2019-06-02 13:41:51,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:42:58,2019-06-02 13:43:06,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:43:57,2019-06-02 13:43:57,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:42:42,2019-06-02 13:42:43,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:44:07,2019-06-02 13:44:11,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:45:05,2019-06-02 13:45:11,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:43:43,2019-06-02 13:43:44,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:45:10,2019-06-02 13:45:20,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:46:11,2019-06-02 13:46:17,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:44:50,2019-06-02 13:44:55,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:46:14,2019-06-02 13:46:16,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:47:16,2019-06-02 13:47:26,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:45:56,2019-06-02 13:46:05,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:47:19,2019-06-02 13:47:29,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:48:18,2019-06-02 13:48:25,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:47:05,2019-06-02 13:47:12,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:48:26,2019-06-02 13:48:30,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:49:24,2019-06-02 13:49:24,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:48:08,2019-06-02 13:48:13,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:49:28,2019-06-02 13:49:35,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:50:30,2019-06-02 13:50:32,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:49:11,2019-06-02 13:49:19,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:50:31,2019-06-02 13:50:38,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:51:36,2019-06-02 13:51:46,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:50:14,2019-06-02 13:50:18,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:51:36,2019-06-02 13:51:36,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:52:38,2019-06-02 13:52:47,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:51:17,2019-06-02 13:51:22,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:52:39,2019-06-02 13:52:45,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:53:46,2019-06-02 13:53:52,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:52:25,2019-06-02 13:52:27,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:53:39,2019-06-02 13:53:41,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:54:47,2019-06-02 13:54:52,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:53:31,2019-06-02 13:53:35,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:54:46,2019-06-02 13:54:52,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:55:54,2019-06-02 13:55:54,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:54:37,2019-06-02 13:54:46,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:55:49,2019-06-02 13:55:50,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:57:00,2019-06-02 13:57:01,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:55:40,2019-06-02 13:55:47,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:56:49,2019-06-02 13:56:51,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:58:01,2019-06-02 13:58:04,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:56:48,2019-06-02 13:56:51,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:57:50,2019-06-02 13:57:58,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 13:59:02,2019-06-02 13:59:07,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:57:53,2019-06-02 13:57:59,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 13:58:59,2019-06-02 13:59:05,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:00:05,2019-06-02 14:00:14,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 13:59:01,2019-06-02 13:59:02,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:00:04,2019-06-02 14:00:12,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:01:10,2019-06-02 14:01:17,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:00:05,2019-06-02 14:00:10,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:01:04,2019-06-02 14:01:10,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:02:12,2019-06-02 14:02:19,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:01:13,2019-06-02 14:01:16,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:02:05,2019-06-02 14:02:07,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:03:20,2019-06-02 14:03:21,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:02:14,2019-06-02 14:02:19,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:03:11,2019-06-02 14:03:13,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:04:26,2019-06-02 14:04:32,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:03:23,2019-06-02 14:03:25,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:04:11,2019-06-02 14:04:21,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:05:31,2019-06-02 14:05:39,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:04:32,2019-06-02 14:04:35,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:05:12,2019-06-02 14:05:18,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:06:32,2019-06-02 14:06:35,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:05:41,2019-06-02 14:05:42,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:06:19,2019-06-02 14:06:27,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:07:36,2019-06-02 14:07:38,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:06:47,2019-06-02 14:06:53,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:07:25,2019-06-02 14:07:33,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:08:45,2019-06-02 14:08:49,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:07:53,2019-06-02 14:08:01,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:08:29,2019-06-02 14:08:36,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:09:46,2019-06-02 14:09:51,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:08:56,2019-06-02 14:09:01,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:09:34,2019-06-02 14:09:36,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:10:51,2019-06-02 14:10:54,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:10:01,2019-06-02 14:10:04,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:10:34,2019-06-02 14:10:44,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:11:55,2019-06-02 14:12:03,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:11:05,2019-06-02 14:11:11,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:11:41,2019-06-02 14:11:46,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:12:59,2019-06-02 14:13:08,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:12:09,2019-06-02 14:12:16,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:12:50,2019-06-02 14:12:52,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:14:07,2019-06-02 14:14:12,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:13:12,2019-06-02 14:13:19,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:13:57,2019-06-02 14:14:01,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:15:11,2019-06-02 14:15:21,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:14:16,2019-06-02 14:14:26,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:15:07,2019-06-02 14:15:16,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:16:19,2019-06-02 14:16:26,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:15:20,2019-06-02 14:15:25,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:16:10,2019-06-02 14:16:13,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:17:25,2019-06-02 14:17:29,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:16:27,2019-06-02 14:16:36,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:17:17,2019-06-02 14:17:26,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:18:26,2019-06-02 14:18:30,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:17:32,2019-06-02 14:17:36,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:18:18,2019-06-02 14:18:21,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:19:31,2019-06-02 14:19:31,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:18:36,2019-06-02 14:18:38,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:19:28,2019-06-02 14:19:37,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:20:34,2019-06-02 14:20:40,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:19:44,2019-06-02 14:19:49,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:20:34,2019-06-02 14:20:35,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:21:38,2019-06-02 14:21:43,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:20:46,2019-06-02 14:20:49,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:21:36,2019-06-02 14:21:42,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:22:39,2019-06-02 14:22:47,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:21:52,2019-06-02 14:21:52,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:22:46,2019-06-02 14:22:49,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:23:44,2019-06-02 14:23:50,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:22:55,2019-06-02 14:22:59,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:23:47,2019-06-02 14:23:52,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:24:52,2019-06-02 14:24:54,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:23:57,2019-06-02 14:24:05,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:24:54,2019-06-02 14:24:58,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:26:00,2019-06-02 14:26:02,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:25:01,2019-06-02 14:25:06,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:25:55,2019-06-02 14:26:01,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
3,2019-06-02 14:27:07,2019-06-02 14:27:12,94:af:c3:38:a6:89,7.2.000003,1.0.0,3
1,2019-06-02 14:26:08,2019-06-02 14:26:09,02:69:88:67:a4:d7,7.2.000001,1.0.0,3
2,2019-06-02 14:27:03,2019-06-02 14:27:10,58:9a:29:28:2a:4a,7.2.000002,1.0.0,3
