gt_id,st_id,startts,endts,porterror,host_fix,port_fix,name_fix,serialno_fix,fwversion_fix,comparator_fix,devider_fix,rawpulsescounter_fix,error,stringvoltage,stringcurrent,temperature,totalwh
3,15,2019-06-02 15:25:53,2019-06-02 15:25:56,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,55,4.076,34.0,125169950
1,1,2019-06-02 15:28:50,2019-06-02 15:28:50,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,997,1.5780001,29.0,125161440
1,2,2019-06-02 15:28:50,2019-06-02 15:28:50,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,982,4.521,47.0,125176501
1,3,2019-06-02 15:28:50,2019-06-02 15:28:50,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,814,2.103,50.0,125170321
1,4,2019-06-02 15:28:50,2019-06-02 15:28:50,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,153,3.829,38.0,125158449
1,5,2019-06-02 15:28:50,2019-06-02 15:28:50,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,290,2.6430001,55.0,125165379
2,6,2019-06-02 15:27:56,2019-06-02 15:28:02,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,284,1.617,59.0,125168069
2,7,2019-06-02 15:27:56,2019-06-02 15:28:02,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,165,1.142,32.0,125160490
2,8,2019-06-02 15:27:56,2019-06-02 15:28:02,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,843,4.209,63.0,125160069
2,9,2019-06-02 15:27:56,2019-06-02 15:28:02,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,819,2.88,49.0,125154936
2,10,2019-06-02 15:27:56,2019-06-02 15:28:02,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,612,2.599,21.0,125157610
3,11,2019-06-02 15:26:58,2019-06-02 15:26:58,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,340,3.3,22.0,125169589
3,12,2019-06-02 15:26:58,2019-06-02 15:26:58,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,991,1.391,53.0,125164230
3,13,2019-06-02 15:26:58,2019-06-02 15:26:58,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,374,2.344,31.0,125170013
3,14,2019-06-02 15:26:58,2019-06-02 15:26:58,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,309,3.915,35.0,125166433
3,15,2019-06-02 15:26:58,2019-06-02 15:26:58,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,175,1.543,20.0,125171497
1,1,2019-06-02 15:29:59,2019-06-02 15:30:04,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,608,4.862,64.0,125163068
1,2,2019-06-02 15:29:59,2019-06-02 15:30:04,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,969,3.5479999,46.0,125177737
1,3,2019-06-02 15:29:59,2019-06-02 15:30:04,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,542,2.979,63.0,125171744
1,4,2019-06-02 15:29:59,2019-06-02 15:30:04,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,357,2.694,36.0,125159461
1,5,2019-06-02 15:29:59,2019-06-02 15:30:04,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,345,4.415,33.0,125166541
2,6,2019-06-02 15:28:56,2019-06-02 15:28:57,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,515,0.873,55.0,125169810
2,7,2019-06-02 15:28:56,2019-06-02 15:28:57,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,592,3.862,60.0,125161891
2,8,2019-06-02 15:28:56,2019-06-02 15:28:57,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,299,2.799,57.0,125162047
2,9,2019-06-02 15:28:56,2019-06-02 15:28:57,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,123,2.111,69.0,125156351
2,10,2019-06-02 15:28:56,2019-06-02 15:28:57,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,18,4.633,64.0,125158683
3,11,2019-06-02 15:28:01,2019-06-02 15:28:03,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,42,0.546,40.0,125171064
3,12,2019-06-02 15:28:01,2019-06-02 15:28:03,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,983,1.079,56.0,125165958
3,13,2019-06-02 15:28:01,2019-06-02 15:28:03,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,455,1.777,50.0,125171816
3,14,2019-06-02 15:28:01,2019-06-02 15:28:03,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,333,0.731,54.0,125167713
3,15,2019-06-02 15:28:01,2019-06-02 15:28:03,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,687,2.745,35.0,125172679
1,1,2019-06-02 15:31:00,2019-06-02 15:31:02,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,405,2.7350001,29.0,125164561
1,2,2019-06-02 15:31:00,2019-06-02 15:31:02,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,872,2.553,43.0,125179189
1,3,2019-06-02 15:31:00,2019-06-02 15:31:02,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,897,1.131,39.0,125173114
1,4,2019-06-02 15:31:00,2019-06-02 15:31:02,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,678,3.077,41.0,125161139
1,5,2019-06-02 15:31:00,2019-06-02 15:31:02,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,98,3.3569999,49.0,125167839
2,6,2019-06-02 15:29:58,2019-06-02 15:30:00,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,427,1.65,56.0,125171667
2,7,2019-06-02 15:29:58,2019-06-02 15:30:00,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,366,3.086,52.0,125163004
2,8,2019-06-02 15:29:58,2019-06-02 15:30:00,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,209,0.43,67.0,125163580
2,9,2019-06-02 15:29:58,2019-06-02 15:30:00,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,559,3.133,39.0,125158089
2,10,2019-06-02 15:29:58,2019-06-02 15:30:00,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,110,2.613,45.0,125159720
3,11,2019-06-02 15:29:01,2019-06-02 15:29:10,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,480,1.358,47.0,125172348
3,12,2019-06-02 15:29:01,2019-06-02 15:29:10,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,339,1.5350001,69.0,125166964
3,13,2019-06-02 15:29:01,2019-06-02 15:29:10,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,28,0.761,43.0,125173233
3,14,2019-06-02 15:29:01,2019-06-02 15:29:10,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,289,1.121,68.0,125168814
3,15,2019-06-02 15:29:01,2019-06-02 15:29:10,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,572,4.103,47.0,125174564
1,1,2019-06-02 15:32:02,2019-06-02 15:32:06,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,648,3.946,46.0,125165926
1,2,2019-06-02 15:32:02,2019-06-02 15:32:06,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,433,0.075,41.0,125180486
1,3,2019-06-02 15:32:02,2019-06-02 15:32:06,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,364,0.352,69.0,125174659
1,4,2019-06-02 15:32:02,2019-06-02 15:32:06,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,207,1.901,38.0,125162848
1,5,2019-06-02 15:32:02,2019-06-02 15:32:06,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,211,1.136,45.0,125169432
2,6,2019-06-02 15:31:07,2019-06-02 15:31:14,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,571,3.015,63.0,125172819
2,7,2019-06-02 15:31:07,2019-06-02 15:31:14,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,128,1.525,58.0,125164065
2,8,2019-06-02 15:31:07,2019-06-02 15:31:14,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,751,0.623,22.0,125165268
2,9,2019-06-02 15:31:07,2019-06-02 15:31:14,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,885,1.656,66.0,125159238
2,10,2019-06-02 15:31:07,2019-06-02 15:31:14,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,496,2.917,53.0,125160837
3,11,2019-06-02 15:30:03,2019-06-02 15:30:06,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,374,0.973,51.0,125173618
3,12,2019-06-02 15:30:03,2019-06-02 15:30:06,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,988,4.364,59.0,125168137
3,13,2019-06-02 15:30:03,2019-06-02 15:30:06,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,825,1.7590001,47.0,125174482
3,14,2019-06-02 15:30:03,2019-06-02 15:30:06,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,965,1.186,30.0,125169949
3,15,2019-06-02 15:30:03,2019-06-02 15:30:06,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,380,1.733,34.0,125175970
1,1,2019-06-02 15:33:02,2019-06-02 15:33:03,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,480,1.1,38.0,125167753
1,2,2019-06-02 15:33:02,2019-06-02 15:33:03,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,513,3.467,30.0,125181774
1,3,2019-06-02 15:33:02,2019-06-02 15:33:03,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,491,0.265,46.0,125175837
1,4,2019-06-02 15:33:02,2019-06-02 15:33:03,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,817,3.144,64.0,125164752
1,5,2019-06-02 15:33:02,2019-06-02 15:33:03,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,640,0.431,52.0,125170872
2,6,2019-06-02 15:32:12,2019-06-02 15:32:17,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,554,1.082,51.0,125174214
2,7,2019-06-02 15:32:12,2019-06-02 15:32:17,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,437,0.122,67.0,125165839
2,8,2019-06-02 15:32:12,2019-06-02 15:32:17,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,53,0.96,67.0,125166829
2,9,2019-06-02 15:32:12,2019-06-02 15:32:17,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,145,0.284,60.0,125160703
2,10,2019-06-02 15:32:12,2019-06-02 15:32:17,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,119,3.276,69.0,125162671
3,11,2019-06-02 15:31:13,2019-06-02 15:31:15,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,884,2.507,47.0,125175264
3,12,2019-06-02 15:31:13,2019-06-02 15:31:15,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,951,1.526,45.0,125169918
3,13,2019-06-02 15:31:13,2019-06-02 15:31:15,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,781,2.944,20.0,125176307
3,14,2019-06-02 15:31:13,2019-06-02 15:31:15,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,950,2.5279999,51.0,125171857
3,15,2019-06-02 15:31:13,2019-06-02 15:31:15,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,709,4.887,20.0,125177066
1,1,2019-06-02 15:34:05,2019-06-02 15:34:09,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,521,1.371,56.0,125169057
1,2,2019-06-02 15:34:05,2019-06-02 15:34:09,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,225,2.916,64.0,125182903
1,3,2019-06-02 15:34:05,2019-06-02 15:34:09,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,379,0.754,45.0,125177207
1,4,2019-06-02 15:34:05,2019-06-02 15:34:09,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,926,1.877,46.0,125166692
1,5,2019-06-02 15:34:05,2019-06-02 15:34:09,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,484,3.081,65.0,125172175
2,6,2019-06-02 15:33:14,2019-06-02 15:33:16,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,621,4.987,46.0,125175615
2,7,2019-06-02 15:33:14,2019-06-02 15:33:16,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,98,1.577,24.0,125167701
2,8,2019-06-02 15:33:14,2019-06-02 15:33:16,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,661,3.682,58.0,125167940
2,9,2019-06-02 15:33:14,2019-06-02 15:33:16,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,102,2.053,58.0,125162557
2,10,2019-06-02 15:33:14,2019-06-02 15:33:16,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,38,2.245,58.0,125164052
3,11,2019-06-02 15:32:17,2019-06-02 15:32:18,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,622,1.539,30.0,125176890
3,12,2019-06-02 15:32:17,2019-06-02 15:32:18,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,672,4.332,34.0,125171259
3,13,2019-06-02 15:32:17,2019-06-02 15:32:18,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,817,0.558,36.0,125177743
3,14,2019-06-02 15:32:17,2019-06-02 15:32:18,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,173,4.545,49.0,125173163
3,15,2019-06-02 15:32:17,2019-06-02 15:32:18,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,850,2.5,61.0,125178311
1,1,2019-06-02 15:35:14,2019-06-02 15:35:20,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,949,3.745,31.0,125170969
1,2,2019-06-02 15:35:14,2019-06-02 15:35:20,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,140,2.236,48.0,125184345
1,3,2019-06-02 15:35:14,2019-06-02 15:35:20,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,282,0.088,36.0,125178298
1,4,2019-06-02 15:35:14,2019-06-02 15:35:20,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,286,4.63,55.0,125168597
1,5,2019-06-02 15:35:14,2019-06-02 15:35:20,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,548,2.769,43.0,125173533
2,6,2019-06-02 15:34:19,2019-06-02 15:34:24,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,633,1.393,21.0,125177088
2,7,2019-06-02 15:34:19,2019-06-02 15:34:24,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,650,3.51,23.0,125169674
2,8,2019-06-02 15:34:19,2019-06-02 15:34:24,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,228,1.316,22.0,125169233
2,9,2019-06-02 15:34:19,2019-06-02 15:34:24,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,200,1.9200001,41.0,125164527
2,10,2019-06-02 15:34:19,2019-06-02 15:34:24,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,679,2.243,47.0,125165400
3,11,2019-06-02 15:33:21,2019-06-02 15:33:28,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,281,3.788,31.0,125178441
3,12,2019-06-02 15:33:21,2019-06-02 15:33:28,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,179,3.799,34.0,125172640
3,13,2019-06-02 15:33:21,2019-06-02 15:33:28,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,218,1.37,67.0,125179150
3,14,2019-06-02 15:33:21,2019-06-02 15:33:28,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,106,3.011,54.0,125174662
3,15,2019-06-02 15:33:21,2019-06-02 15:33:28,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,784,1.963,59.0,125179812
1,1,2019-06-02 15:36:23,2019-06-02 15:36:26,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,493,0.212,52.0,125172649
1,2,2019-06-02 15:36:23,2019-06-02 15:36:26,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,510,3.183,47.0,125185347
1,3,2019-06-02 15:36:23,2019-06-02 15:36:26,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,979,2.858,50.0,125179400
1,4,2019-06-02 15:36:23,2019-06-02 15:36:26,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,453,3.555,42.0,125169962
1,5,2019-06-02 15:36:23,2019-06-02 15:36:26,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,30,1.717,30.0,125175287
2,6,2019-06-02 15:35:24,2019-06-02 15:35:31,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,368,4.966,69.0,125178468
2,7,2019-06-02 15:35:24,2019-06-02 15:35:31,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,539,4.591,24.0,125170827
2,8,2019-06-02 15:35:24,2019-06-02 15:35:31,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,345,4.771,34.0,125171041
2,9,2019-06-02 15:35:24,2019-06-02 15:35:31,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,225,2.668,38.0,125165947
2,10,2019-06-02 15:35:24,2019-06-02 15:35:31,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,602,4.726,31.0,125167054
3,11,2019-06-02 15:34:28,2019-06-02 15:34:38,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,992,2.869,47.0,125180163
3,12,2019-06-02 15:34:28,2019-06-02 15:34:38,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,676,1.8510001,59.0,125174286
3,13,2019-06-02 15:34:28,2019-06-02 15:34:38,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,446,1.895,59.0,125180964
3,14,2019-06-02 15:34:28,2019-06-02 15:34:38,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,389,1.208,54.0,125175685
3,15,2019-06-02 15:34:28,2019-06-02 15:34:38,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,498,2.47,43.0,125181460
1,1,2019-06-02 15:37:24,2019-06-02 15:37:28,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,984,1.777,43.0,125173756
1,2,2019-06-02 15:37:24,2019-06-02 15:37:28,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,41,2.973,61.0,125186935
1,3,2019-06-02 15:37:24,2019-06-02 15:37:28,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,186,3.984,22.0,125180834
1,4,2019-06-02 15:37:24,2019-06-02 15:37:28,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,338,1.571,54.0,125171658
1,5,2019-06-02 15:37:24,2019-06-02 15:37:28,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,596,1.819,50.0,125176314
2,6,2019-06-02 15:36:24,2019-06-02 15:36:34,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,867,3.668,48.0,125179760
2,7,2019-06-02 15:36:24,2019-06-02 15:36:34,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,386,2.024,57.0,125172111
2,8,2019-06-02 15:36:24,2019-06-02 15:36:34,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,987,2.179,54.0,125172060
2,9,2019-06-02 15:36:24,2019-06-02 15:36:34,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,316,4.92,56.0,125167495
2,10,2019-06-02 15:36:24,2019-06-02 15:36:34,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,25,2.73,44.0,125168826
3,11,2019-06-02 15:35:35,2019-06-02 15:35:44,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,619,3.504,64.0,125181353
3,12,2019-06-02 15:35:35,2019-06-02 15:35:44,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,22,2.43,35.0,125175638
3,13,2019-06-02 15:35:35,2019-06-02 15:35:44,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,410,4.403,36.0,125182912
3,14,2019-06-02 15:35:35,2019-06-02 15:35:44,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,682,4.68,53.0,125177603
3,15,2019-06-02 15:35:35,2019-06-02 15:35:44,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,822,1.2590001,24.0,125183296
1,1,2019-06-02 15:38:28,2019-06-02 15:38:38,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,798,2.851,60.0,125175476
1,2,2019-06-02 15:38:28,2019-06-02 15:38:38,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,257,3.15,68.0,125188796
1,3,2019-06-02 15:38:28,2019-06-02 15:38:38,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,349,1.571,35.0,125182649
1,4,2019-06-02 15:38:28,2019-06-02 15:38:38,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,408,1.919,20.0,125172882
1,5,2019-06-02 15:38:28,2019-06-02 15:38:38,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,382,0.228,40.0,125177536
2,6,2019-06-02 15:37:30,2019-06-02 15:37:30,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,257,0.825,55.0,125180785
2,7,2019-06-02 15:37:30,2019-06-02 15:37:30,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,460,3.128,36.0,125173764
2,8,2019-06-02 15:37:30,2019-06-02 15:37:30,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,552,1.684,52.0,125173105
2,9,2019-06-02 15:37:30,2019-06-02 15:37:30,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,768,0.507,59.0,125169199
2,10,2019-06-02 15:37:30,2019-06-02 15:37:30,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,79,1.368,21.0,125170682
3,11,2019-06-02 15:36:40,2019-06-02 15:36:49,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,700,0.856,65.0,125182652
3,12,2019-06-02 15:36:40,2019-06-02 15:36:49,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,851,0.129,66.0,125176677
3,13,2019-06-02 15:36:40,2019-06-02 15:36:49,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,937,1.186,67.0,125184607
3,14,2019-06-02 15:36:40,2019-06-02 15:36:49,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,649,0.022,20.0,125178640
3,15,2019-06-02 15:36:40,2019-06-02 15:36:49,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,661,3.241,20.0,125184509
1,1,2019-06-02 15:39:36,2019-06-02 15:39:45,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,914,3.9,50.0,125176648
1,2,2019-06-02 15:39:36,2019-06-02 15:39:45,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,91,2.316,37.0,125189845
1,3,2019-06-02 15:39:36,2019-06-02 15:39:45,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,480,3.474,30.0,125184050
1,4,2019-06-02 15:39:36,2019-06-02 15:39:45,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,910,0.705,43.0,125174367
1,5,2019-06-02 15:39:36,2019-06-02 15:39:45,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,726,2.442,66.0,125179020
2,6,2019-06-02 15:38:31,2019-06-02 15:38:39,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,496,2.896,28.0,125182545
2,7,2019-06-02 15:38:31,2019-06-02 15:38:39,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,118,4.601,35.0,125175597
2,8,2019-06-02 15:38:31,2019-06-02 15:38:39,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,350,0.61,69.0,125174516
2,9,2019-06-02 15:38:31,2019-06-02 15:38:39,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,693,3.231,56.0,125170712
2,10,2019-06-02 15:38:31,2019-06-02 15:38:39,null,127.0.0.1,10002,1-String-C,1121,2.33,9,0,7270,null,902,4.527,30.0,125172435
3,11,2019-06-02 15:37:40,2019-06-02 15:37:42,null,127.0.0.1,10002,1-String-C,1122,2.33,9,0,7270,null,939,4.88,56.0,125183687
3,12,2019-06-02 15:37:40,2019-06-02 15:37:42,null,127.0.0.1,10002,1-String-C,1123,2.33,9,0,7270,null,13,3.21,48.0,125177718
3,13,2019-06-02 15:37:40,2019-06-02 15:37:42,null,127.0.0.1,10002,1-String-C,1124,2.33,9,0,7270,null,656,0.412,65.0,125186511
3,14,2019-06-02 15:37:40,2019-06-02 15:37:42,null,127.0.0.1,10002,1-String-C,1125,2.33,9,0,7270,null,135,0.263,51.0,125180022
3,15,2019-06-02 15:37:40,2019-06-02 15:37:42,null,127.0.0.1,10002,1-String-C,1126,2.33,9,0,7270,null,237,3.057,32.0,125185790
1,1,2019-06-02 15:40:37,2019-06-02 15:40:45,null,127.0.0.1,10002,1-String-C,1112,2.33,9,0,7270,null,805,2.113,43.0,125177782
1,2,2019-06-02 15:40:37,2019-06-02 15:40:45,null,127.0.0.1,10002,1-String-C,1113,2.33,9,0,7270,null,424,4.437,48.0,125191351
1,3,2019-06-02 15:40:37,2019-06-02 15:40:45,null,127.0.0.1,10002,1-String-C,1114,2.33,9,0,7270,null,118,1.38,23.0,125185872
1,4,2019-06-02 15:40:37,2019-06-02 15:40:45,null,127.0.0.1,10002,1-String-C,1115,2.33,9,0,7270,null,149,4.385,43.0,125176149
1,5,2019-06-02 15:40:37,2019-06-02 15:40:45,null,127.0.0.1,10002,1-String-C,1116,2.33,9,0,7270,null,888,4.953,44.0,125180028
2,6,2019-06-02 15:39:31,2019-06-02 15:39:35,null,127.0.0.1,10002,1-String-C,1117,2.33,9,0,7270,null,982,3.169,28.0,125184264
2,7,2019-06-02 15:39:31,2019-06-02 15:39:35,null,127.0.0.1,10002,1-String-C,1118,2.33,9,0,7270,null,743,0.836,41.0,125177459
2,8,2019-06-02 15:39:31,2019-06-02 15:39:35,null,127.0.0.1,10002,1-String-C,1119,2.33,9,0,7270,null,805,3.97,22.0,125176231
2,9,2019-06-02 15:39:31,2019-06-02 15:39:35,null,127.0.0.1,10002,1-String-C,1120,2.33,9,0,7270,null,221,4.078,26.0,125172330
